rxns	rxnNames	FV_GEM	FV_ecModel
OCBTNo2	Ornithine carbamoyltransferase (No2)	1000	0.0220572910667613
GARFTNo1	Phosphoribosylglycinamide formyltransferase (No1)	1000	0.15255528635031
GPDDA1No1	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine) (No1)	0.00298995019001485	0.00298964154506414
GPDDA2No1	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine) (No1)	1000	0.257344097462223
arm_PHETA1	Phenylalanine transaminase (arm)	1000	0.305110572694819
PHETA1No1	Phenylalanine transaminase (No1)	1000	0.152555286341951
PHETA1No2	Phenylalanine transaminase (No2)	1000	0.152555286339919
PPNDNo1	Prephenate dehydrogenase (No1)	1000	0.152555286340756
TRPS1No1	Tryptophan synthase (indoleglycerol phosphate) (No1)	1000	0.305110572697814
PRAMPCNo1	Phosphoribosyl-AMP cyclohydrolase (No1)	1000	1.07122298779111
DXYLKNo1	1-Deoxy-D-xylulose kinase (No1)	49.4264397597722	2.90720085115437e-05
MDH3No1	Malate dehydrogenase (menaquinone 8 as acceptor) (No1)	1000	0.0199820836268367
SOTANo1	Succinylornithine transaminase (No1)	823.332922806377	0.000407403031986754
PRFGSNo1	Phosphoribosylformylglycinamidine synthase (No1)	1000	6.14947814729263
NTP3No1	Nucleoside-triphosphatase (GTP) (No1)	1000	0.00766656033873492
NTP3No7	Nucleoside-triphosphatase (GTP) (No7)	234.848115402733	0.000686563598834941
MOAT2No1	3-deoxy-D-manno-octulosonic acid transferase (No1)	0.000384299073414085	0.000384233509706273
NADH5No3	NADH dehydrogenase (ubiquinone-8 ) (No3)	27.9885569131251	8.55263700020974e-06
PPPNDONo1	Phenylpropanoate Dioxygenase (No1)	0.000128099691138004	0.00012808156458422
arm_CHRPL	Chorismate pyruvate lyase (arm)	999.873042984864	0.00644809426709736
FBA3No1	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase (No1)	163.961752084908	0.000186637574640575
GLUDCNo1	Glutamate Decarboxylase (No1)	1000	0.152555286357142
GLUDCNo2	Glutamate Decarboxylase (No2)	1000	0.152555286356787
HSDyNo2	Homoserine dehydrogenase (NADPH) (No2)	0.000384299073402872	0.000512307382674365
arm_CYSTL	Cystathionine b-lyase (arm)	1000	0.0191042491285316
arm_SSALy	Succinate-semialdehyde dehydrogenase (NADP) (arm)	671.77471565666	0.000690319518708702
SSALyNo1	Succinate-semialdehyde dehydrogenase (NADP) (No1)	823.332922806377	0.000407403031986754
arm_FACOAL180t2pp	Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling) (arm)	1000	0.152555286351236
FACOAL180t2ppNo1	Fatty-acid-CoA ligase (octadecanoate transport via vectoral Co-A coupling) (No1)	1000	0.30511057272209
PHYTSppNo1	Phytase (periplasm) (No1)	1000	0.305110572719802
NTP3ppNo1	Nucleoside-triphosphatase (GTP) (periplasm) (No1)	1000	0.0353795750782808
